sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label,start_hour,start_day,start_month,end_hour,end_day,end_month,duration_seconds
2,0,2,0,0,0,0,3.259629011154175e-09,3.259629011154175e-09,3.229450171475176e-09,3.2294501667046865e-09,0.0,0.00392156862745098,0.0,0.00392156862745098,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0
5,3,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.00392156862745098,0.0,0.00392156862745098,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0
1,0,1,0,0,0,0,0.0008382631349377334,0.0008382631349377334,0.0008382631182248189,0.0008382631170216507,0.0,0.00392156862745098,0.0,0.00392156862745098,0.0,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0
1,0,1,0,0,0,0,0.0014522219134960324,0.0014522259880322963,0.0014522219041613826,0.0014522259687920172,6.818067879881685e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.02868992761904762,0.02868992761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,6.818067879881687e-05
2,0,2,0,0,0,0,0.000625314365606755,0.0006253187020774931,0.0006253143700046368,0.0006253186750406719,7.219130696345314e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.027026146526785713,0.027026146526785713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.219130696345316e-05
1,0,1,0,0,0,0,0.0051571003859862685,0.0051571064977906644,0.005157100367101205,0.005157106459771698,0.00010227101819822527,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03844558655357143,0.03844558655357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.515938230450908e-05,0.00012546932630073815,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0001022710181982253
1,0,1,0,0,0,0,0.00840281107230112,0.008402817533351481,0.008402811059496163,0.008402817506335848,0.00010828696044517971,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.036283800488095236,0.036283800488095236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010143893545150715,0.00013257136363851579,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00010828696044517973
1,0,1,0,0,0,0,0.013057047763140872,0.013057051954092458,0.013057047759920073,0.013057051927503435,7.0185992881135e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05548230176785715,0.05548230176785715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279553146998061e-05,8.285710227407236e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.018599288113501e-05
2,0,2,0,0,0,0,0.00708614126779139,0.007086148107191548,0.007086141259571089,0.007086148067128401,0.00011430290269213414,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03449343945238095,0.03449343945238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010723544604873613,0.00013967340097629342,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00011430290269213417
1,0,1,0,0,0,0,0.020375224092276767,0.020375227875774726,0.02037522405744381,0.020375227855695517,6.417005063418057e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.030350773357142855,0.030350773357142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,6.417005063418058e-05
1,0,1,0,0,0,0,0.028397649060934782,0.028397653251886368,0.028397649065674786,0.028397653211239608,7.0185992881135e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05548230176785715,0.05548230176785715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279553146998061e-05,7.970064123506009e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.018599288113501e-05
2,0,2,0,0,0,0,0.023957877041539177,0.023957883473485708,0.02395787704130344,0.023957883465816763,0.00010828696044517971,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.036441422982142854,0.036441422982142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010095589290173806,0.00012310198052147895,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00010828696044517973
1,0,1,0,0,0,0,0.03580776829039678,0.0358077704149764,0.03580776828801998,0.03580777038959146,3.6095653481726576e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.05230176946130953,0.05230176946130953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,3.609565348172658e-05
2,0,2,0,0,0,0,0.03724707048968412,0.0372472953167744,0.037247070477746856,0.037247295289704746,0.0037699904747581087,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0010633035119047619,0.0010633035119047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003681267271790101,0.006219017362113878,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.003769990474758109
1,0,1,0,0,0,0,0.04239099324331619,0.042391460185172036,0.0423909932528369,0.04239146014656491,0.00782874617737003,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0005121502232142858,0.0005121502232142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007901610029122463,0.012742633214492455,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.007828746177370031
2,0,2,0,0,0,0,0.04551432403968647,0.04551432820153423,0.045514324050589756,0.04551432817158683,7.0185992881135e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05548230176785715,0.05548230176785715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.279553146998061e-05,8.285710227407236e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.018599288113501e-05
1,0,1,0,0,0,0,0.0479025702807121,0.04790258372668177,0.04790257027091391,0.047902583718005806,0.00022660049130195014,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01754225830357143,0.01754225830357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.501548875935837e-05,0.0003211699107194996,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00022660049130195016
2,0,2,0,0,0,0,0.04970913476427086,0.04970913924626075,0.04970913474406434,0.04970913921786835,7.620193512808942e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.025701289181547616,0.025701289181547616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.620193512808945e-05
1,0,1,0,0,0,0,0.051515843108063564,0.05151584986015223,0.05151584310716131,0.05151584985094817,0.00011430290269213414,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03449343945238095,0.03449343945238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010723544604873613,0.00013967340097629342,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00011430290269213417
2,0,2,0,0,0,0,0.05534322719904594,0.05534325976623222,0.05534322717408139,0.055343259747976103,0.000547450744472853,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.007299555845238095,0.007299555845238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005448719961393436,0.0007646526867006578,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0005474507444728532
1,0,1,0,0,0,0,0.05690495207090862,0.056904958008090034,0.05690495207856747,0.05690495797735442,0.00010026570411590714,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03916354377083334,0.03916354377083334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.322721210543275e-05,0.00011915640422271358,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00010026570411590717
1,0,1,0,0,0,0,0.06263078327174298,0.06263125958503224,0.06263078326038957,0.06263125957419914,0.007987165989873162,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0005020054136904762,0.0005020054136904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008061497113096195,0.01302750382326343,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.007987165989873165
2,0,2,0,0,0,0,0.05843586803530343,0.05843587213894352,0.058435868028416826,0.05843587213086746,7.0185992881135e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.027741150883928575,0.027741150883928575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.018599288113501e-05
2,0,2,0,0,0,0,0.06921404352760874,0.06921404605964199,0.06921404350993984,0.06921404604199999,4.4116909810999145e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.08720483075595238,0.08720483075595238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622819123268112e-05,5.050337662419649e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,4.411690981099915e-05
1,0,1,0,0,0,0,0.06658080199849792,0.06658080467605032,0.0665808019896875,0.06658080464513642,4.612222389331729e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.04144802458333333,0.04144802458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,4.6122223893317294e-05
2,0,2,0,0,0,0,0.07377653478761204,0.07377653828007169,0.07377653476043983,0.0737765382428255,6.0159422469544283e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0322157258125,0.0322157258125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,6.01594224695443e-05
1,0,1,0,0,0,0,0.07438888074830174,0.07438888412434608,0.07438888073503888,0.07438888409693635,5.815410838722614e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.03350235486607143,0.03350235486607143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.8154108387226155e-05
2,0,2,0,0,0,0,0.08850470028119162,0.08850470327888615,0.08850470026503704,0.08850470324784614,5.2138166140271714e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.07410803992261905,0.07410803992261905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2024701829910095e-05,8.285710227407236e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.213816614027172e-05
1,0,1,0,0,0,0,0.09089303895598277,0.09089306480018422,0.09089303894332351,0.09089306476807431,0.00043515315586303697,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.009175957413690476,0.009175957413690476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004313569969437456,0.0006518092045557154,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0004351531558630371
2,0,2,0,0,0,0,0.09377142373705283,0.09377145540202036,0.09377142372016561,0.09377145540163902,0.000533413545896626,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.007495220419642858,0.007495220419642858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005303807196463662,0.0006983670048811724,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0005334135458966261
1,0,1,0,0,0,0,0.09570041942060925,0.09570042276754975,0.09570041940033308,0.0957004227316419,5.815410838722614e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0332368725625,0.0332368725625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.8154108387226155e-05
2,0,2,0,0,0,0,0.1091119108023122,0.10911191665218212,0.10911191079907165,0.10911191662292537,0.00010026570411590714,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03916354377083334,0.03916354377083334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.322721210543275e-05,0.00011205436688493596,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00010026570411590717
1,0,1,0,0,0,0,0.11557273459038697,0.11557274282677099,0.11557273457879721,0.11557274278556293,0.00014037198576227002,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.02813134888095238,0.02813134888095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001338027862860356,7.970064123506009e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.00014037198576227002
2,0,2,0,0,0,0,0.12730015849228948,0.12730016408022493,0.12730015849649848,0.12730016405502784,9.625507595127085e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04068302488095238,0.04068302488095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93628717072801e-05,0.0001159999431837013,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,9.625507595127087e-05
1,0,1,0,0,0,0,0.1305459145223722,0.13054591973195784,0.1305459145208051,0.13054591971584803,9.023913370431643e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04342057620833334,0.04342057620833334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.308331856028204e-05,0.00010889790584592367,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,9.023913370431645e-05
2,0,2,0,0,0,0,0.13556760872597806,0.13556761093786918,0.13556760870697404,0.1355676109045776,4.0106281646362853e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.09511507681845238,0.09511507681845238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.236385083452847e-05,4.5768685065678074e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,4.010628164636287e-05
1,0,1,0,0,0,0,0.13856848844443448,0.13856849281000905,0.13856848844257177,0.13856849278883493,7.620193512808942e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.025544759458333333,0.025544759458333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.620193512808945e-05
1,0,1,0,0,0,0,0.15103112635551952,0.15103113191435114,0.15103112635492713,0.15103113187939518,9.625507595127085e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04068302488095238,0.04068302488095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93628717072801e-05,0.0001159999431837013,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,9.625507595127087e-05
2,0,2,0,0,0,0,0.14300826584803872,0.1430082717561163,0.14300826584936008,0.14300827174417122,0.00010227101819822527,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.03844558655357143,0.03844558655357143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.515938230450908e-05,0.00011284348214468903,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,0.0001022710181982253
1,0,1,0,0,0,0,0.15700149690383114,0.15700150013435632,0.15700149688615692,0.15700150012947958,5.815410838722614e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.03350235486607143,0.03350235486607143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,5.8154108387226155e-05
2,0,2,0,0,0,0,0.16312556475168094,0.163125565944938,0.16312556472565362,0.16312556592682884,2.406376898781771e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.07739381614583334,0.07739381614583334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,2.4063768987817718e-05
2,0,2,0,0,0,0,0.16897394266561605,0.16897394781699404,0.16897394265704332,0.16897394779693006,9.023913370431643e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.04364649641369048,0.04364649641369048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.260027601051296e-05,0.00010258498376789911,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,9.023913370431645e-05
2,0,2,0,0,0,0,0.17267896083649248,0.17267896441626363,0.1726789608236054,0.1726789644032538,6.417005063418057e-05,0.00392156862745098,0.125,0.00392156862745098,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.030350773357142855,0.030350773357142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,6.417005063418058e-05
2,0,2,0,0,0,0,0.17987465881742537,0.17987466309568845,0.17987465878806144,0.17987466307503738,7.620193512808942e-05,0.00784313725490196,0.25,0.00784313725490196,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05140257836309523,0.05140257836309523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.859204206720959e-05,8.995913961184998e-05,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Normal,0.0,Normal,11,16,9,11,16,9,7.620193512808945e-05
